field_name,dk_column_name,description,dataset,data_source,source_link,year
s1701_c03_006e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 18 to 64 years - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400008,2022
s1701_c03_006m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 18 to 64 years - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400009,2022
s1701_c03_007e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 18 to 34 years - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400010,2022
s1701_c03_007m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 18 to 34 years - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400011,2022
s1701_c03_008e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 35 to 64 years - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400012,2022
s1701_c03_008m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 35 to 64 years - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400013,2022
s1701_c03_009e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 60 years and over - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400014,2022
s1701_c03_009m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 60 years and over - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400015,2022
s1701_c03_010e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 65 years and over - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400016,2022
s1701_c03_010m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 65 years and over - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400017,2022
s1701_c03_011e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Sex - Male - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400018,2022
s1701_c03_011m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Sex - Male - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400019,2022
s1701_c03_012e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Sex - Female - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400020,2022
s1701_c03_012m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Sex - Female - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400021,2022
s1701_c03_013e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - White - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400022,2022
s1701_c03_013m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - White - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400023,2022
s1701_c03_014e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Black or African American - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400024,2022
s1701_c03_014m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Black or African American - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400025,2022
s1701_c03_015e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - American Indian and Alaska Native - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400026,2022
s1701_c03_015m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - American Indian and Alaska Native - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400027,2022
s1701_c03_016e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Asian - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400028,2022
s1701_c03_016m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Asian - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400029,2022
s1701_c03_017e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Native Hawaiian and Other Pacific Islander - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400030,2022
s1701_c03_017m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Native Hawaiian and Other Pacific Islander - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400031,2022
s1701_c03_018e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Some other race - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400032,2022
s1701_c03_018m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Some other race - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400033,2022
s1701_c03_019e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Two or more races - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400034,2022
s1701_c03_019m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Two or more races - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400035,2022
s1701_c03_020e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Hispanic or Latino origin (of any race) - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400036,2022
s1701_c03_020m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - Hispanic or Latino origin (of any race) - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400037,2022
s1701_c03_021e,"ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - White alone, not Hispanic or Latino - Estimate",,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400038,2022
s1701_c03_021m,"ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Race - White alone, not Hispanic or Latino - Margin of Error",,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400039,2022
s1903_c03_001e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_001m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_002e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - White - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---white,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_002m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - White - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---white,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_003e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Black or African American - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---black or african american,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_003m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Black or African American - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---black or african american,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_004e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - American Indian and Alaska Native - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---american indian and alaska native,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_004m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - American Indian and Alaska Native - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---american indian and alaska native,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_005e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Asian - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---asian,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_005m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Asian - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---asian,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_006e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Native Hawaiian and Other Pacific Islander - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---native hawaiian and other pacific islander,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_006m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Native Hawaiian and Other Pacific Islander - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---native hawaiian and other pacific islander,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_007e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Some other race - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---some other race,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_007m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Some other race - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-one race---some other race,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_008e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Two or more races - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-two or more races,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_008m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Two or more races - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-two or more races,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_009e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Hispanic or Latino origin (of any race) - Estimate,estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-hispanic or latino origin (of any race),S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_009m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - Hispanic or Latino origin (of any race) - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-hispanic or latino origin (of any race),S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_010e,"ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - White alone, not Hispanic or Latino - Estimate","estimate-median income (dollars)-household income by race and hispanic or latino origin of householder-households-white alone, not hispanic or latino",S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_010m,"ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Race of Householder - White alone, not Hispanic or Latino - Margin of Error","estimate_margin_of_error-median income (dollars)-household income by race and hispanic or latino origin of householder-households-white alone, not hispanic or latino",S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_011e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 15 to 24 years - Estimate,estimate-median income (dollars)-household income by age of householder-15 to 24 years,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_011m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 15 to 24 years - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by age of householder-15 to 24 years,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_012e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 25 to 44 years - Estimate,estimate-median income (dollars)-household income by age of householder-25 to 44 years,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_012m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 25 to 44 years - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by age of householder-25 to 44 years,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_013e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 45 to 64 years - Estimate,estimate-median income (dollars)-household income by age of householder-45 to 64 years,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_013m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 45 to 64 years - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by age of householder-45 to 64 years,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_014e,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 65 years and over - Estimate,estimate-median income (dollars)-household income by age of householder-65 years and over,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s1903_c03_014m,ACS - Median Household Income last 12 months (in 2022 Inflation-Adjusted Dollars) - By Age of Householder - 65 years and over - Margin of Error,estimate_margin_of_error-median income (dollars)-household income by age of householder-65 years and over,S1903 Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1903?q=S1903: Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars)&g=010XX00US$1400000,2022
s2001_c01_002e,ACS - Median Earnings (Dollars) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) - Estimate,estimate-total-population 16 years and over with earnings-median earnings (dollars),S2001 Earnings in the Past 12 months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),,2022
s2001_c01_002m,ACS - Median Earnings (Dollars) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) - Margin of Error,estimate_margin_of_error-total-population 16 years and over with earnings-median earnings (dollars),S2001 Earnings in the Past 12 months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),,2022
s2001_c03_002e,ACS - Median Earnings (Dollars) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) - By Sex - Median Male Earnings - Estimate,estimate-male-population 16 years and over with earnings-median earnings (dollars),S2001 Earnings in the Past 12 months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),,2022
s2001_c03_002m,ACS - Median Earnings (Dollars) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) - By Sex - Median Male Earnings - Margin of Error,estimate_margin_of_error-male-population 16 years and over with earnings-median earnings (dollars),S2001 Earnings in the Past 12 months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),,2022
s2001_c05_002e,ACS - Median Earnings (Dollars) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) - By Sex - Median Female Earnings - Estimate,estimate-female-population 16 years and over with earnings-median earnings (dollars),S2001 Earnings in the Past 12 months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),,2022
s2001_c05_002m,ACS - Median Earnings (Dollars) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) - By Sex - Median Female Earnings - Margin of Error,estimate_margin_of_error-female-population 16 years and over with earnings-median earnings (dollars),S2001 Earnings in the Past 12 months (in 2022 Inflation-Adjusted Dollars),US Census American Community Survey (5-year estimates),,2022
s2503_c01_024e,ACS - Median Monthly Housing Cost (Occupied Housing Units) - Estimate,estimate-occupied housing units-occupied housing units-monthly housing costs-median (dollars),S2503 Financial Characteristics,US Census American Community Survey (5-year estimates),,2022
s2503_c01_024m,ACS - Median Monthly Housing Cost (Occupied Housing Units) - Margin of Error,estimate_margin_of_error-occupied housing units-occupied housing units-monthly housing costs-median (dollars),S2503 Financial Characteristics,US Census American Community Survey (5-year estimates),,2022
s2503_c03_024e,ACS - Median Monthly Housing Cost (Occupied Housing Units) - By ownership status - Owner-occupied Housing Units - Estimate,estimate-owner-occupied housing units-occupied housing units-monthly housing costs-median (dollars),S2503 Financial Characteristics,US Census American Community Survey (5-year estimates),,2022
s2503_c03_024m,ACS - Median Monthly Housing Cost (Occupied Housing Units) - By ownership status - Owner-occupied Housing Units - Margin of Error,estimate_margin_of_error-owner-occupied housing units-occupied housing units-monthly housing costs-median (dollars),S2503 Financial Characteristics,US Census American Community Survey (5-year estimates),,2022
